Aircraft,Total_Accidents,Fatal_Accidents,Total_Fatalities,Avg_Fatalities_Per_Accident,Units_Produced,Accidents_Per_Unit,Fatal_Accidents_Per_Unit
RICHARD CHALLENGER II,1,0,0.0,0.0,,,
RICHARD LACOURSE WHEELER EXPRESS,1,1,2.0,2.0,,,
RICHARD RANK KITFOX 4,1,0,0.0,0.0,,,
RICHARD S CARPENTER STOL CH 750,1,0,0.0,0.0,,,
RICHARD S DUNCAN AVID FLYER,1,0,0.0,0.0,,,
RICHARD SILVA SEAWIND,1,0,0.0,0.0,,,
RICHMOND JIM R CCK-1865,1,0,0.0,0.0,,,
RICK CAMPBELL ZENITH-STOL CH801,1,1,2.0,2.0,,,
RIDGE LOWELL H JABIRU J230,1,0,0.0,0.0,,,
RIFFEL JERRIS L RV-7A,1,1,1.0,1.0,,,
RIGGS KENNETH W T BIRD II,1,0,0.0,0.0,,,
RISHER JIMMY E VANS AIRCRAFT RV-8,1,0,0.0,0.0,,,
RISTINE AVID MARK IV,1,0,0.0,0.0,,,
RITTAL ALFRED TIMOTHY GLASTAR,1,0,0.0,0.0,,,
RITTER JOHN I S D S C,1,0,0.0,0.0,,,
RITTER RV-10,1,1,1.0,1.0,,,
RIVERS LINDSEY LEE VANS RV6A,1,0,0.0,0.0,,,
RIVERS WILLIAM J KR-2,1,1,1.0,1.0,,,
ROACH NEIL GLASAIR SU,1,0,0.0,0.0,,,
ROBERT A MILLER MURPHY REBEL ELITE,1,0,0.0,0.0,,,
ROBERT C. HANSON PITTS S2E,1,1,1.0,1.0,,,
ROBERT E BOUNDS BOUNDS BEARCOUPE,1,0,0.0,0.0,,,
ROBERT FITTS FITTS CUB,1,0,0.0,0.0,,,
ROBERT FRISBEY RV4,1,0,0.0,0.0,,,
ROBERT GOLDING TBIRDII,1,0,0.0,0.0,,,
ROBERT J REIMBOLD ZENITH CH 750,1,0,0.0,0.0,,,
ROBERT M. JONES ZENITH CH 701,1,0,0.0,0.0,,,
ROBERT MILES SMITH TRIKE,1,0,0.0,0.0,,,
ROBERT R. REILAND RANS,1,0,0.0,0.0,,,
ROBERT TREMBLY JA20 HIGHLANDER,1,0,0.0,0.0,,,
ROBERT WOOD THORP T18,1,0,0.0,0.0,,,
ROBERTO P. GARCIA NIEUPORT 24BIS,1,1,1.0,1.0,,,
ROBERTS ALAN W KITFOX II,1,0,0.0,0.0,,,
ROBERTS BRUCE W VANS AIRCRAFT RV 9A,1,0,0.0,0.0,,,
ROBERTS SUPER BEAR,1,0,0.0,0.0,,,
ROBERTSON JAMES F VELOCITY STD/RG E,1,0,0.0,0.0,,,
ROBERTSON VELOCITY,1,0,0.0,0.0,,,
ROBIDOUX LIONEL WITTMAN W 10,1,0,0.0,0.0,,,
ROBIN D140,1,1,5.0,5.0,,,
ROBIN DR-400,1,0,0.0,0.0,,,
ROBIN DR400,3,1,2.0,0.6666666666666666,,,
ROBIN DR400/180R,1,0,0.0,0.0,,,
ROBIN HR200,1,0,0.0,0.0,,,
ROBINSON MICHAEL E COZY MARK IV,2,0,0.0,0.0,,,
ROBINSON STEWART J BEARHAWK,1,0,0.0,0.0,,,
ROCCI MARTIGNONI JA30 SUPERSTOL,1,0,0.0,0.0,,,
ROCKWELL 112,6,4,6.0,1.0,,,
ROCKWELL 112A,1,0,0.0,0.0,,,
ROCKWELL 112TCA,1,0,0.0,0.0,,,
ROCKWELL 114,2,1,1.0,0.5,,,
ROCKWELL 500,2,1,2.0,1.0,,,
ROCKWELL 690,6,3,8.0,1.3333333333333333,,,
ROCKWELL 690B,3,1,2.0,0.6666666666666666,,,
ROCKWELL 690C,1,0,0.0,0.0,,,
ROCKWELL 695,1,1,3.0,3.0,,,
ROCKWELL COMMANDER,1,0,0.0,0.0,,,
ROCKWELL COMMANDER 114,1,1,3.0,3.0,,,
ROCKWELL INTERNATIONAL 112,2,1,2.0,1.0,,,
ROCKWELL INTERNATIONAL 112A,5,0,0.0,0.0,,,
ROCKWELL INTERNATIONAL 112TC,3,0,0.0,0.0,,,
ROCKWELL INTERNATIONAL 112TCA,1,1,1.0,1.0,,,
ROCKWELL INTERNATIONAL 114,9,0,0.0,0.0,,,
ROCKWELL INTERNATIONAL 114A,1,0,0.0,0.0,,,
ROCKWELL INTERNATIONAL 500 S,1,0,0.0,0.0,,,
ROCKWELL INTERNATIONAL 500-S,2,0,0.0,0.0,,,
ROCKWELL INTERNATIONAL 690A,1,0,0.0,0.0,,,
ROCKWELL INTERNATIONAL 690B,5,4,10.0,2.0,,,
ROCKWELL INTERNATIONAL 690C,1,0,0.0,0.0,,,
ROCKWELL INTERNATIONAL 700,1,0,0.0,0.0,,,
ROCKWELL INTERNATIONAL NA-265-65,1,1,3.0,3.0,,,
ROCKWELL INTERNATIONAL S 2R,7,1,1.0,0.14285714285714285,,,
ROCKWELL INTERNATIONAL S-2R,14,1,1.0,0.07142857142857142,,,
ROCKWELL INTERNATIONAL S2R,1,1,1.0,1.0,,,
ROCKWELL NA-265-65,1,0,0.0,0.0,,,
ROCKWELL S 2R,2,0,0.0,0.0,,,
ROCKWELL S-2R,1,0,0.0,0.0,,,
ROCKWELL S2R,7,1,1.0,0.14285714285714285,,,
ROCKWELL S2R R1340,1,0,0.0,0.0,,,
ROE CLEO WITTMAN TAILWIND W10,1,1,1.0,1.0,,,
ROETMAN RYLAND K JR EAGLE,1,0,0.0,0.0,,,
ROGER G WHITE GLASAIR,1,0,0.0,0.0,,,
ROGER M ALLEN RA2,1,0,0.0,0.0,,,
ROGERS GEORGE T LANCAIR IVP,1,1,3.0,3.0,,,
ROGERS HOMER/ROGERS SHEILA RV 6A,1,0,0.0,0.0,,,
ROGERS KENNETH J FLAGLOR SCOOTER,1,0,0.0,0.0,,,
ROGERS RUTAN DEFIANT 40,1,0,0.0,0.0,,,
ROGERS T-51 MUSTANG KIT,1,0,0.0,0.0,,,
RONALD J BENDER BAKING DUCE,1,0,0.0,0.0,,,
RONALD V WHITE CH701,1,0,0.0,0.0,,,
ROOF CURTIS HAWK P6E,1,0,0.0,0.0,,,
ROOT SHERPA,1,0,0.0,0.0,,,
ROSCHER FREDERICK THUNDER MUSTANG,1,0,0.0,0.0,,,
ROSE HERBERT D PIETENPOL AIR CAMPER,1,0,0.0,0.0,,,
ROSE PARRAKEET A-1,1,1,1.0,1.0,,,
ROSE THUNDER MUSTANG,1,1,1.0,1.0,,,
ROSE-RHINEHART A4-C,1,0,0.0,0.0,,,
ROSS ALFRED K/ONEILL TERRENCE LANCAIR 235,1,0,0.0,0.0,,,
ROSS H/HERRIOTT M VANS AIRCRAFT RV 3,1,1,1.0,1.0,,,
ROSS JONATHAN RV-8,1,0,0.0,0.0,,,
ROTHERWICK GLASAIR III,1,0,0.0,0.0,,,
ROTHERWICK HR GLASAIR III,1,0,0.0,0.0,,,
ROUSE GLASAIR III,1,0,0.0,0.0,,,
ROVEY JASON H RV-8,1,0,0.0,0.0,,,
ROWE DENNIS A HIGHLANDER,1,0,0.0,0.0,,,
ROWLAND GS-2 SPORT,1,0,0.0,0.0,,,
ROYSE DAVID AVID C AEROBAT,1,0,0.0,0.0,,,
RUDBERG TODD W VANS ACFT RV8,1,0,0.0,0.0,,,
RUDDER DWIGHT K KITFOX IV 1200 SPDST,1,0,0.0,0.0,,,
RUDOLPH RALPH MONROE STARLITE,1,0,0.0,0.0,,,
RUSK SMITH SUPER CUB,1,0,0.0,0.0,,,
RUSSELL E OBERG MURPHY REBEL,1,0,0.0,0.0,,,
RUSSOM ROY G HUMMEL H5,1,1,1.0,1.0,,,
RUTAN DEFIANT,1,1,1.0,1.0,,,
RUTAN LONG-EZ,1,0,0.0,0.0,,,
RUTAN LONGEZ,1,1,1.0,1.0,,,
RUTAN RUTAN LONG EZ,1,0,0.0,0.0,,,
RUTAN VARI EZE,1,0,0.0,0.0,,,
RUTAN VARIEZE,3,1,1.0,0.3333333333333333,,,
RUTTEN PHIL J PIETENPOL,1,0,0.0,0.0,,,
RUTTER HERBERT G LONG EZ,1,1,1.0,1.0,,,
RYAN AERONAUTICAL ST3KR,7,2,3.0,0.42857142857142855,,,
RYAN JOHN STEFFEY SUBSONEX,1,0,0.0,0.0,,,
RYAN L17,1,0,0.0,0.0,,,
RYAN NAVION,13,3,5.0,0.38461538461538464,,,
RYAN NAVION A,2,0,0.0,0.0,,,
RYAN NAVION B,2,0,0.0,0.0,,,
RYAN ST-3KR,1,0,0.0,0.0,,,
RYAN ST3KR,1,0,0.0,0.0,,,
RYAN W GROSS ARION LIGHTING,1,0,0.0,0.0,,,
RYSKAMP BRUCE A ACRODUSTER,1,1,1.0,1.0,,,
S C AEROSTAR S .A. FESTIVAL R40S,1,0,0.0,0.0,,,
S C AEROSTAR S A YAK 52,1,0,0.0,0.0,,,
S C AEROSTAR S A YAK 52TW,1,1,1.0,1.0,,,
S D MARTIN STALLION,1,0,0.0,0.0,,,
S.A.N. JODEL D-11,1,1,1.0,1.0,,,
S.C. AEROSTAR S.A. YAK-52W,1,0,0.0,0.0,,,
S.C. AEROSTAR S.A. YAK52,1,1,2.0,2.0,,,
S.O.C.A.T.A. MS893E,1,0,0.0,0.0,,,
S.O.C.A.T.A. RALLYE 150,1,0,0.0,0.0,,,
S.O.C.A.T.A. RALLYE 235,1,0,0.0,0.0,,,
SA300 STARDUSTER,1,0,0.0,0.0,,,
SAAB 2000,1,1,1.0,1.0,,,
SAAB 340,8,0,0.0,0.0,,,
SAAB 340B,1,0,0.0,0.0,,,
SAAB 91C,1,1,1.0,1.0,,,
SAAB SAAB 2000,1,0,0.0,0.0,,,
SAAB-SCANIA AB (SAAB) SAAB 340B,1,0,0.0,0.0,,,
SAAB-SCANIA AB SAAB 2000,1,0,0.0,0.0,,,
SAAB-SCANIA SAAB 340B,1,0,0.0,0.0,,,
SABERWING SABERWING,1,1,1.0,1.0,,,
SABRENA DRAGONFLY,1,1,1.0,1.0,,,
SACCIO THOMAS A SEAWIND 3000,1,1,2.0,2.0,,,
SACHSE STEPHAN AVENTURA II,1,1,1.0,1.0,,,
SACKMAN SACKMAN SPECIAL,1,0,0.0,0.0,,,
SACREY W MICHAEL ZENAIR CH,1,0,0.0,0.0,,,
SADLER TERRY A MERLIN,1,0,0.0,0.0,,,
SADLER TERRY RANS S-7 COURIER,1,0,0.0,0.0,,,
SADLER VAMPIRE,1,0,0.0,0.0,,,
SALERNO KENNETH G JR KITFOX SERIES 7,1,0,0.0,0.0,,,
SAM R PEACHEY JUST AIRCRAFT HIGHLA,1,0,0.0,0.0,,,
SANDERS BEN G III DR-107,1,0,0.0,0.0,,,
SANDERSON HERBERT H SHA GLASAIR,1,0,0.0,0.0,,,
SANDERSON PITTS SPECIAL SPS-1,1,0,0.0,0.0,,,
SANFORD ZENITH CH 601XL,1,1,2.0,2.0,,,
SANTA FE AIRCRAFT LLC CCX-2300,1,0,0.0,0.0,,,
SANTANA PA-18 REPLICA,1,0,0.0,0.0,,,
SANTSCHI CHRIS A VANS RV8,1,0,0.0,0.0,,,
SAPP LARRY E SEAWIND 3000,1,0,0.0,0.0,,,
SASSER ALLEN L SEAREY,1,0,0.0,0.0,,,
SATER COOT A-AMPHIB,1,1,1.0,1.0,,,
SAUER KR-2S,1,0,0.0,0.0,,,
SAVAGE AIR LLC EPIC LT,1,0,0.0,0.0,,,
SAVAGE SAVAGE-COZY,1,0,0.0,0.0,,,
SAWBY SCOTT RV-6A,1,0,0.0,0.0,,,
SC AEROSTAR SA YAK 52W,1,0,0.0,0.0,,,
SC IAR SA BRASOV IAR 825,1,0,0.0,0.0,,,
SCHABACKER KONRAD J ACRO SPORT II,1,0,0.0,0.0,,,
SCHAEFER KITFOX 4,1,0,0.0,0.0,,,
SCHAFER RICK W FOXTROT 4,1,1,2.0,2.0,,,
SCHAFER STARDUSTER SA-300,1,0,0.0,0.0,,,
SCHAFFER FISHER HORIZON 2,1,1,1.0,1.0,,,
SCHAFFER GARY W LANCAIR,1,1,1.0,1.0,,,
SCHAUER WILLIAM A JR STARDUSTER TOO SA300,1,0,0.0,0.0,,,
SCHEEL STANLEY K KITFOX-SERIES 7,1,0,0.0,0.0,,,
SCHEINEMAN-VAN BUREN T 18,1,0,0.0,0.0,,,
SCHENDL MUSTANG II,1,1,1.0,1.0,,,
SCHLICHTMAN STOL CH750,1,0,0.0,0.0,,,
SCHMIDT ALBERT D AVENTURA II,1,1,2.0,2.0,,,
SCHMIDT DONALD L GS1 GLASTAR,1,0,0.0,0.0,,,
SCHMIDT RANDALL M BUSHBY MUSTANG II,1,0,0.0,0.0,,,
SCHMITT JUST ACFT HIGHLANDER,1,0,0.0,0.0,,,
SCHNEIDER CHRISTEN EAGLE II,1,1,2.0,2.0,,,
SCHNEIDER JOHN W PT-2A,1,0,0.0,0.0,,,
SCHNEIDER K/COOK C SC SKYBOLT,1,0,0.0,0.0,,,
SCHNEIDER RICHARD J ALASKAN BUSHMASTER,1,0,0.0,0.0,,,
SCHOEPFLIN DA-4-550,1,1,1.0,1.0,,,
SCHOOLEY SONEX,1,0,0.0,0.0,,,
SCHOONOVER JOHN D KIT FOX IV 1200,1,1,1.0,1.0,,,
SCHOSANSKI JOHN H COZY MK IV R,1,0,0.0,0.0,,,
SCHRIEBER ROBERT L P 70,1,1,2.0,2.0,,,
SCHRODER DAVID LANCAIR IV P,1,0,0.0,0.0,,,
SCHUCHART STODDARD HAMILTONSH3,1,1,1.0,1.0,,,
SCHULKE AVID MAGNUM,1,0,0.0,0.0,,,
SCHUMACHER CHALLENGER II,1,0,0.0,0.0,,,
SCHUMACHER LANCAIR SUPER ES,1,1,3.0,3.0,,,
SCHUPP EDWARD W SKY RANGER II,1,0,0.0,0.0,,,
SCHWEIZER AIRCRAFT CORP 164B,1,0,0.0,0.0,,,
SCHWEIZER AIRCRAFT CORP G 164,1,0,0.0,0.0,,,
SCHWEIZER AIRCRAFT CORP G 164B,5,2,2.0,0.4,,,
SCHWEIZER AIRCRAFT CORP G-164B,10,0,0.0,0.0,,,
SCHWEIZER AIRCRAFT CORP G-164D,1,0,0.0,0.0,,,
SCHWEIZER AIRCRAFT CORP G164B,1,0,0.0,0.0,,,
SCHWEIZER G-164A,1,0,0.0,0.0,,,
SCHWEIZER G-164B,5,0,0.0,0.0,,,
"SCHWEIZER, N36289 G-164B",1,0,0.0,0.0,,,
SCODA AERONAUTICA LTDA SUPER PETREL LS,1,1,1.0,1.0,,,
SCODA AERONAUTICAL SUPER PETREL,1,0,0.0,0.0,,,
SCOTT IRONSIDES,1,0,0.0,0.0,,,
SCOTT MILLS CCX-2000,1,0,0.0,0.0,,,
SCOTT TERRY G SEAREY LSX,1,0,0.0,0.0,,,
SCOTTISH AVIATION BULLDOG - 120 121,1,0,0.0,0.0,,,
SCOTTISH AVIATION BULLDOG 120,1,0,0.0,0.0,,,
SCOTTISH AVIATION SERIES 100 MDL 101,3,0,0.0,0.0,,,
SEA & SKY INC DBA KRUCKER ACFT CYGNET,1,0,0.0,0.0,,,
SEABOURN SCOTT R CCK-2000,1,0,0.0,0.0,,,
SEAMAX AIRCRAFT M-22,1,1,1.0,1.0,,,
SEELA GERALD L GLASAIR SH 2F,1,0,0.0,0.0,,,
SEELE XPA-18,1,0,0.0,0.0,,,
SEGARRA LUCAS JR ZENITH STOLL 701,1,0,0.0,0.0,,,
SEGUIN QUICKIE,1,0,0.0,0.0,,,
SEGUINE SWIFT II,1,0,0.0,0.0,,,
SEHER BEARHAWK,1,0,0.0,0.0,,,
SEIBERT ROBERT M SEIBERT RV-6,1,0,0.0,0.0,,,
SENO LOUIS C SR KIS,1,0,0.0,0.0,,,
SEWELL WILLIAM K ZODIAC 601,1,0,0.0,0.0,,,
SEYMOUR SKYRANGER,1,0,0.0,0.0,,,
SHAFFER DONALD ARION LIGHTNING,1,0,0.0,0.0,,,
SHAFFER KR-2,1,0,0.0,0.0,,,
SHAFFER WILLIAM C QUICKSILVER MX II SP,1,0,0.0,0.0,,,
SHAFFSTALL KOLB FIRESTAR II,1,0,0.0,0.0,,,
SHANKS V ROGER VARI EZE,1,0,0.0,0.0,,,
SHANNON JAMES A JR AVIAT EAGLE II,1,1,1.0,1.0,,,
SHANNON KEVIN RV-8,1,1,1.0,1.0,,,
SHANNON WILLIAM RV6A,1,0,0.0,0.0,,,
SHARP RALPH R ZENITH STOL CH 701,1,0,0.0,0.0,,,
SHARPE WILLIAM L BUCCANEER II B,1,1,1.0,1.0,,,
SHAW DOUGLAS WAYNE RANS S 7,1,1,1.0,1.0,,,
SHAW FISHER FP 404,1,0,0.0,0.0,,,
SHEA PITTS SPECIAL S-1C,1,0,0.0,0.0,,,
SHEAHEN DANE E RV-8,1,1,2.0,2.0,,,
SHELDRICK JOHN H RV-6,1,0,0.0,0.0,,,
SHELL JOHN SUPER SIX,1,0,0.0,0.0,,,
SHELTON JOSEPH G S-7,1,0,0.0,0.0,,,
SHEPARD JIMMY D JR PITTS S1D,1,1,1.0,1.0,,,
SHERMAN CRAIG W GLASAIR III,1,0,0.0,0.0,,,
SHILT JERRY C F-1 ROCKET,1,0,0.0,0.0,,,
SHINER RV-4,1,0,0.0,0.0,,,
SHIREY DAVID A FISHER CELEBRITY,1,0,0.0,0.0,,,
SHIVER TAILWIND W-10,1,0,0.0,0.0,,,
SHNIDERMAN ERVIN STANLEY LONG-EZ,1,0,0.0,0.0,,,
SHOEMAKER JAMES B KR-2,1,0,0.0,0.0,,,
SHOOK RANS S-12,1,0,0.0,0.0,,,
SHOREY TIMOTHY A PRECEPTOR STOL KING,1,0,0.0,0.0,,,
SHORT BROS SD 360-300,1,0,0.0,0.0,,,
SHORT BROS SD-360-300,1,0,0.0,0.0,,,
SHORT BROS SD3 60,1,0,0.0,0.0,,,
SHORT BROS SD3 60 SHERPA,1,0,0.0,0.0,,,
SHORT BROS SD3-60,1,0,0.0,0.0,,,
SHORT BROS SHORTS SD3 60,1,1,2.0,2.0,,,
SHORT BROS SHORTS SD3-60,1,0,0.0,0.0,,,
SHORT BROS. & HARLAND SC7 SERIES,1,0,0.0,0.0,,,
SHORT BROS. & HARLAND SC7 SERIES 3,1,0,0.0,0.0,,,
SHORT BROS. & HARLAND SD3 30,1,1,2.0,2.0,,,
SHORT BROS. & HARLAND SHORTS SC7 SKYVAN,1,0,0.0,0.0,,,
SHORT BROTHERS & HARLAND LTD. SC-7 SKYVAN S3,1,0,0.0,0.0,,,
SHORT BROTHERS PLC S312 TUCANO T MK1,1,1,1.0,1.0,,,
SHORT SC7,1,1,2.0,2.0,,,
SHOUP RONALD R RV-6A,1,0,0.0,0.0,,,
SHPAKOW THOMAS SA 750,1,0,0.0,0.0,,,
SHULTZ JEFFREY D SONEX,1,0,0.0,0.0,,,
SIAI MARCHETTI F.260,1,0,0.0,0.0,,,
SIAI MARCHETTI S211,1,0,0.0,0.0,,,
SIAI MARCHETTI SF260,1,1,2.0,2.0,,,
SIAI MARCHETTI SM-1019B,1,0,0.0,0.0,,,
SIAI-MARCHETTI F.260,1,0,0.0,0.0,,,
SIAI-MARCHETTI S.205 18R,1,0,0.0,0.0,,,
SIAI-MARCHETTI S.205/22R,2,1,1.0,0.5,,,
SIAI-MARCHETTI S205-22R,1,0,0.0,0.0,,,
SIAI-MARCHETTI SF-260,1,1,1.0,1.0,,,
SIAI-MARCHETTI SF-260C,1,1,2.0,2.0,,,
SIAI-MARCHETTI SF.260TP,1,0,0.0,0.0,,,
SIAI-MARCHETTI SF260,1,0,0.0,0.0,,,
SIAI-MARCHETTI SM,1,0,0.0,0.0,,,
SIAI-MARCHETTI SM 1019,2,0,0.0,0.0,,,
SIAI-MARCHETTI SM-1019B,1,1,1.0,1.0,,,
SIBLEY GLASAIR,1,0,0.0,0.0,,,
SIEBEL AURIGA,1,0,0.0,0.0,,,
SIEBER PAUL P NIEUPORT 11,1,0,0.0,0.0,,,
SIEGEL GERALD LONG EZ,1,0,0.0,0.0,,,
SIEMER JAMES H EARTHSTAR,1,0,0.0,0.0,,,
SIERRA E5A REPLICA,1,0,0.0,0.0,,,
SIGMON HARVEY E VANS RV 6,1,0,0.0,0.0,,,
SIKES ZENITH CH750 STOL,1,0,0.0,0.0,,,
SILENCE TWISTER,1,0,0.0,0.0,,,
SILER RONALD E ULTRASTAR,1,0,0.0,0.0,,,
SILFVAST STARDUSTER TOO,1,1,2.0,2.0,,,
SILVAIRE 8,1,0,0.0,0.0,,,
SILVAIRE LUSCOMBE 8A,7,2,3.0,0.42857142857142855,,,
SILVAIRE LUSCOMBE 8E,3,0,0.0,0.0,,,
SILVAIRE LUSCOMBE 8F,3,0,0.0,0.0,,,
SILVEIRA JONATHAN A SONEX,1,0,0.0,0.0,,,
SIMMONS GARY F STOL CH 701,1,0,0.0,0.0,,,
SIMMONS NOEL SDL,1,0,0.0,0.0,,,
SIMMONS VANS RV-8A,1,0,0.0,0.0,,,
SIMMONS WILLIAM E AVENTURA 2,1,0,0.0,0.0,,,
SKAGGS RONNIE LYNN RANS S6S,1,0,0.0,0.0,,,
SKEETER 1M,1,1,1.0,1.0,,,
SKILES KENNETH C RV-6A,1,1,2.0,2.0,,,
SKISTMAS GEORGE PIETNPOL AIRCAMPER,1,0,0.0,0.0,,,
SKWIRA MATTHEW J W-10 TAILWIND,1,1,1.0,1.0,,,
"SKY INTERNATIONAL, INC. A-1C-180",1,0,0.0,0.0,,,
SKYBOLT SMITH SPECIAL SKYBOL,1,0,0.0,0.0,,,
SKYKITS CORP SAVANNAH VGW,3,0,0.0,0.0,,,
SKYKITS CORPORATION SAVANNAH,1,0,0.0,0.0,,,
SKYKITS SAVANNAH ADV,1,0,0.0,0.0,,,
SKYKITS SAVANNAH VGW,1,1,1.0,1.0,,,
SKYKITS USA CORP SAVANNAH ADV,2,1,1.0,0.5,,,
SKYRAIDER SKYRAIDER,1,1,1.0,1.0,,,
SKYSTAR KITFOX,1,0,0.0,0.0,,,
SKYSTAR KITFOX SER 5 SAFARI,1,0,0.0,0.0,,,
SLAUGHTER MIKE CH601-HDS,1,0,0.0,0.0,,,
SLINGSBY T67M 260,1,1,2.0,2.0,,,
SLIP STREAM GENESIS,1,1,1.0,1.0,,,
SLIPSTREAM REVELATION,1,0,0.0,0.0,,,
SLOAN ROGER D VANS RV7A,1,0,0.0,0.0,,,
SMILEY JAMES E RAG WING RW-6,1,0,0.0,0.0,,,
SMITH AEROSTAR,1,0,0.0,0.0,,,
SMITH AEROSTAR 600,1,1,2.0,2.0,,,
SMITH AEROSTAR 600A,1,0,0.0,0.0,,,
SMITH AEROSTAR 601,1,1,1.0,1.0,,,
SMITH AEROSTAR 601P,6,4,6.0,1.0,,,
SMITH AEROSTAR600,1,1,2.0,2.0,,,
SMITH AEROSTAR601,5,0,0.0,0.0,,,
SMITH ALBERT F CHALLENGER TWO,1,0,0.0,0.0,,,
SMITH ALLEN STORCH,1,0,0.0,0.0,,,
SMITH BRET B SEAREY,1,1,2.0,2.0,,,
SMITH CAPELLA FW2R,1,0,0.0,0.0,,,
SMITH DOUGLAS J. SONEX,1,0,0.0,0.0,,,
SMITH EDWARD I LANCAIR IV-P,1,0,0.0,0.0,,,
SMITH HORNET,1,1,1.0,1.0,,,
SMITH MINIPLANE DSA-1,2,0,0.0,0.0,,,
SMITH MINIPLANE DSA-4,1,0,0.0,0.0,,,
SMITH PA18 REPLICA,1,0,0.0,0.0,,,
SMITH STEEN SKYBOLT,1,0,0.0,0.0,,,
SMITH STEWART S51D,1,0,0.0,0.0,,,
SMITH VILAS KITFOX,1,0,0.0,0.0,,,
SMITH WYLIE JAY KIT FOX II,1,0,0.0,0.0,,,
SMITH ZODIAC 601XL,1,0,0.0,0.0,,,
SMITHWICK/TREIDEL TUKAN,1,0,0.0,0.0,,,
SMYSOR KEVIN VELOCITY,1,1,1.0,1.0,,,
SMYTH SIDEWINDER,1,0,0.0,0.0,,,
SMYTH SIDEWINDER TD,1,1,1.0,1.0,,,
SMYTHE DONALD F KITFOX CLASSIC IV,1,0,0.0,0.0,,,
SNELLING ZODIAC,1,0,0.0,0.0,,,
SNOW 600,1,0,0.0,0.0,,,
SNOW QUICKIE 2,1,0,0.0,0.0,,,
SNOW ROCKET F1,1,1,1.0,1.0,,,
SNOW S2C,1,1,1.0,1.0,,,
SNYDER TODD W TITAN TORNADO 1,1,0,0.0,0.0,,,
SOCATA MS894A,2,0,0.0,0.0,,,
SOCATA RALLYE 235E,1,1,1.0,1.0,,,
SOCATA TAMPICO TB 9,1,0,0.0,0.0,,,
SOCATA TB 10,2,1,2.0,1.0,,,
SOCATA TB 20 TRINIDAD,2,1,2.0,1.0,,,
SOCATA TB 30 EPSILON,1,0,0.0,0.0,,,
SOCATA TB 9 TAMPI,1,0,0.0,0.0,,,
SOCATA TB-20,1,1,1.0,1.0,,,
SOCATA TB-20 TRINIDAD,2,2,3.0,1.5,,,
SOCATA TB10,5,2,4.0,0.8,,,
SOCATA TB10 - NO SERIES,1,0,0.0,0.0,,,
SOCATA TB20,4,3,8.0,2.0,,,
SOCATA TB200,4,0,0.0,0.0,,,
SOCATA TB21,3,2,5.0,1.6666666666666667,,,
SOCATA TB9,3,1,2.0,0.6666666666666666,,,
SOCATA TBM,1,0,0.0,0.0,,,
SOCATA TBM 700,25,13,37.0,1.48,,,
SOCATA TBM 700 (850),1,1,1.0,1.0,,,
SOCATA TBM 700B,1,1,1.0,1.0,,,
SOCATA TBM 850,1,0,0.0,0.0,,,
SOCATA TBM-700,1,1,3.0,3.0,,,
SOCATA TBM-700 C2,1,0,0.0,0.0,,,
SOCATA TBM-850,1,0,0.0,0.0,,,
SOCATA TBM700,7,2,3.0,0.42857142857142855,,,
SOCATA-GROUPE AEROSPATIALE TB 20,1,1,3.0,3.0,,,
SOFTEX INVEST LLC V-24L,1,0,0.0,0.0,,,
SOKO GALEB G 2,1,0,0.0,0.0,,,
SOMERTON DAVID J JA30 SUPERSTOL,1,0,0.0,0.0,,,
SONERAL L2,1,0,0.0,0.0,,,
SONEX / JOHN D. MCCARTER WAIEX,1,0,0.0,0.0,,,
SONEX AIRCRAFT SONEX,1,0,0.0,0.0,,,
SONEX AIRCRAFT WAIEX,1,1,1.0,1.0,,,
SONEX AIRCRAFT XENOS,1,1,3.0,3.0,,,
SONEX LIMITED WAIEX,1,0,0.0,0.0,,,
SONEX ONEX,1,0,0.0,0.0,,,
SONEX SONEX,1,0,0.0,0.0,,,
SONEX SONEX TRIGEAR,1,1,1.0,1.0,,,
SONEX TAILWHEEL,1,1,1.0,1.0,,,
SONEX WAIEX,1,0,0.0,0.0,,,
SONEX WAIEX B,1,0,0.0,0.0,,,
SORENSEN DANNY PITTS S1 S,1,0,0.0,0.0,,,
SORENSEN DANNY S BF9 2,1,0,0.0,0.0,,,
SORENSEN SPRINT MXII,1,1,1.0,1.0,,,
SORENSON LIGHTNING,1,1,2.0,2.0,,,
SORREL SNS8,1,0,0.0,0.0,,,
SORRELL AIRCRAFT SKYBOLT,1,0,0.0,0.0,,,
SORRELL SORRELL SNS 7,1,0,0.0,0.0,,,
SOUTHERLAND FREEBIRD LITESPORT U,1,1,1.0,1.0,,,
SOUTHERN AIRMOTIVE CORP. SAC,1,0,0.0,0.0,,,
SPACKMAN AVID FLYER,1,0,0.0,0.0,,,
SPANI WAYNE M STARDUSTER TOO SA300,1,0,0.0,0.0,,,
SPARKS RALPH A RV8,1,0,0.0,0.0,,,
SPARTAN 7W,1,0,0.0,0.0,,,
SPAULDING ERROL RANS S 7 COURIER,1,0,0.0,0.0,,,
SPAUR CHARLES VANS RV-6,1,0,0.0,0.0,,,
SPECTRUM RX 550,1,0,0.0,0.0,,,
SPERLING RICHARD G LANCAIR 360,1,1,1.0,1.0,,,
SPINK ROBERT M PIETENPOL AIRCAMPER,1,0,0.0,0.0,,,
